nct_id,include,concept_id,concept_name,domain,negation,concept_group_id,start_index,end_index,entity_source_text,temporal_source_text,before_days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion
NCT04350450,1,317576,Coronary arteriosclerosis,Condition,0,4100391534,242,245,CAD,"",0,"",-99999,99999,0
NCT04349631,1,134057,Disorder of cardiovascular system,Condition,0,4100391134,327,340,cardiopathies,"",0,"",-99999,99999,0
NCT04347226,1,4142985,Female of child bearing age,Condition,0,,1397,1427,childbearing potential (WOCBP),History of,0,"",-99999,99999,0
NCT04350593,1,46271022,Chronic kidney disease,Condition,0,4100392034,551,554,CKD,"",0,"",-99999,99999,0
NCT04350476,1,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,0,,49,60,coronavirus,"",0,"",-99999,99999,0
NCT04350450,1,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,0,,40,53,COVID illness,within the first 7 days of illness,7,"",-99999,99999,0
NCT04347226,1,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,0,,421,454,diagnosis of SARS-CoV-2 infection,History of,0,"",-99999,99999,0
NCT04350450,1,316866,Hypertensive disorder,Condition,0,4100391534,237,240,HTN,"",0,"",-99999,99999,0
NCT04351620,1,4273023,QT interval - finding,Condition,0,4100393234,1179,1197,normal QT interval,"",0,"",-99999,99999,0
NCT04347239,1,4065279,ECG normal,Condition,0,,2131,2157,normal resting 12-lead ECG,at time of screening,0,"",-99999,99999,0
NCT04350593,1,40486933,Heart failure with normal ejection fraction,Condition,0,4100392034,534,548,preserved LVEF,"",0,"",-99999,99999,0
NCT04350593,1,45766164,Heart failure with reduced rejection fraction,Condition,0,4100392034,523,548,reduced LVEF,"",0,"",-99999,99999,0
NCT04319731,1,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,0,,113,123,SARS CoV-2,within 14 days of enrollment,14,"",-99999,99999,0
NCT04326309_2,1,37116757,Hearing device model,Device,0,,483,517,HealthMode Cough Monitoring Device,"",0,"",-99999,99999,0
NCT04331886,1,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,0,,98,166,Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV-2) infection,"",0,"",-99999,99999,0
NCT04319731,1,312437,Dyspnea,Condition,0,4100346534,82,85,SOB,"",0,"",-99999,99999,0
NCT04347226,1,4240565,Solid tumor configuration,Condition,0,4100386634,95,106,solid tumor,within the last 3 years,1095,"",-99999,99999,0
NCT04319731,1,3190520,Increased sputum production,Condition,0,4100346534,90,107,sputum production,"",0,"",-99999,99999,0
NCT04350593,1,201826,Type 2 diabetes mellitus,Condition,0,4100392034,450,454,T2DM,"",0,"",-99999,99999,0
NCT04312997,1,4024744,Barrier contraception method,Device,0,4100343534,1460,1467,barrier,during the study,0,"",-99999,99999,0
NCT04312997,1,4024744,Barrier contraception method,Device,0,4100343734,887,894,barrier,during the study,0,"",-99999,99999,0
NCT04343651,1,4024744,Barrier contraception method,Device,0,4100379634,1453,1475,barrier contraceptives,for the duration of the study,0,"",-99999,99999,0
NCT04347239,1,4024744,Barrier contraception method,Device,0,4100388234,2569,2591,barrier contraceptives,for the duration of the study,0,"",-99999,99999,0
NCT04322682,1,4024744,Barrier contraception method,Device,0,,1072,1086,barrier method,history of,0,"",-99999,99999,0
NCT03808922_covid19sub,1,4138614,BiPAP oxygen nasal cannula,Device,0,4100332934,310,316,Bi-PAP,"",0,"",-99999,99999,0
NCT03808922_main,1,4138614,BiPAP oxygen nasal cannula,Device,0,4100334434,310,316,Bi-PAP,"",0,"",-99999,99999,0
NCT04341727,1,4283456,Cervical contraceptive cap,Device,0,4100376034,684,696,cervical cap,"",0,"",-99999,99999,0
NCT04343989,1,4225628,Contraceptive device,Device,0,4100381334,1683,1789,"combined (estrogen and progestogen containing) hormonal contraception (oral, intravaginal, or transdermal)",for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04343651,1,45773556,Condom,Device,0,4100379634,1477,1483,condom,for the duration of the study,0,"",-99999,99999,0
NCT04347239,1,45773556,Condom,Device,0,4100388234,2593,2599,condom,for the duration of the study,0,"",-99999,99999,0
NCT04341727,1,40482708,"Female condom, device",Device,0,4100376034,619,641,Condom female,"",0,"",-99999,99999,0
NCT04341727,1,40483550,"Male condom, device",Device,0,4100376034,619,631,Condom male,"",0,"",-99999,99999,0
NCT04283461,1,45773556,Condom,Device,0,,2077,2084,condoms,within 2 weeks before or after each vaccination,14,"",-99999,99999,0
NCT04305457,1,2616666,Continuous positive airway pressure (cpap) device,Device,0,4100341334,473,517,continuous continuous airway pressure (CPAP),"",0,"",-99999,99999,0
NCT04343651,1,4225628,Contraceptive device,Device,0,4100379634,1628,1647,contraceptive rings,for the duration of the study,0,"",-99999,99999,0
NCT04347239,1,4225628,Contraceptive device,Device,0,4100388234,2744,2763,contraceptive rings,for the duration of the study,0,"",-99999,99999,0
NCT03808922_covid19sub,1,2616666,Continuous positive airway pressure (cpap) device,Device,0,4100332934,302,306,CPAP,"",0,"",-99999,99999,0
NCT03808922_main,1,2616666,Continuous positive airway pressure (cpap) device,Device,0,4100334434,302,306,CPAP,"",0,"",-99999,99999,0
NCT04322682,1,2614729,Diaphragm for contraceptive use,Device,0,4100348334,1155,1164,diaphragm,throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04341727,1,2614729,Diaphragm for contraceptive use,Device,0,4100376034,671,680,Diaphragm,"",0,"",-99999,99999,0
NCT04343651,1,2614729,Diaphragm for contraceptive use,Device,0,4100379634,1488,1497,diaphragm,for the duration of the study,0,"",-99999,99999,0
NCT04347239,1,2614729,Diaphragm for contraceptive use,Device,0,4100388234,2604,2613,diaphragm,for the duration of the study,0,"",-99999,99999,0
NCT04322682,1,40482708,"Female condom, device",Device,0,4100348334,1101,1115,female condoms,throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04322682,1,4225628,Contraceptive device,Device,0,4100348334,1139,1144,foams,throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04347226,1,4139525,High flow oxygen nasal cannula,Device,0,4100386934,905,928,high-flow nasal cannula,"",0,"",-99999,99999,0
NCT04283461,1,40355609,Intrauterine contraceptive device,Device,0,4100340234,1622,1676,implantable hormonal birth control products,for at least 30 days prior to the first vaccination and at least one acceptable primary form of contraception for 60 days after the last vaccination,60,"",-99999,99999,0
NCT04343651,1,4223622,Implant,Device,0,4100379634,1548,1556,implants,for the duration of the study,0,"",-99999,99999,0
NCT04343651,1,4245633,Injector,Device,0,4100379634,1558,1569,injectables,for the duration of the study,0,"",-99999,99999,0
NCT04283461,1,40355609,Intrauterine contraceptive device,Device,0,4100340234,1634,1676,insertable hormonal birth control products,for at least 30 days prior to the first vaccination and at least one acceptable primary form of contraception for 60 days after the last vaccination,60,"",-99999,99999,0
NCT04312997,1,40355609,Intrauterine contraceptive device,Device,0,4100343734,854,873,intrauterine device,during the study,0,"",-99999,99999,0
NCT04322682,1,40355609,Intrauterine contraceptive device,Device,0,4100348334,1166,1191,intrauterine device (IUD),throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04341727,1,40355609,Intrauterine contraceptive device,Device,0,4100376034,714,739,Intrauterine device (IUD),"",0,"",-99999,99999,0
NCT04343989,1,40355609,Intrauterine contraceptive device,Device,0,4100381334,1904,1929,intrauterine device (IUD),for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04283461,1,40355609,Intrauterine contraceptive device,Device,0,4100340234,1564,1584,intrauterine devices,for at least 30 days prior to the first vaccination and at least one acceptable primary form of contraception for 60 days after the last vaccination,60,"",-99999,99999,0
NCT04343651,1,40355609,Intrauterine contraceptive device,Device,0,4100379634,1653,1673,intrauterine devices,for the duration of the study,0,"",-99999,99999,0
NCT04347239,1,40355609,Intrauterine contraceptive device,Device,0,4100388234,2769,2789,intrauterine devices,for the duration of the study,0,"",-99999,99999,0
NCT04343989,1,40355609,Intrauterine contraceptive device,Device,0,4100381334,1931,1974,intrauterine hormone-releasing system (IUS),for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04322682,1,4225628,Contraceptive device,Device,0,4100348334,1146,1153,jellies,throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04322682,1,40483550,"Male condom, device",Device,0,4100348334,1093,1115,male condoms,throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04347226,1,4145528,Nonrebreather oxygen mask,Device,0,4100386934,850,864,non-rebreather,"",0,"",-99999,99999,0
NCT04343989,1,4225628,Contraceptive device,Device,0,4100381334,1791,1902,"progestogen-only hormonal contraception associated with inhibition of ovulation (oral, injectable, implantable)",for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04343651,1,45761008,Spermicide,Device,0,,1505,1520,spermicidal gel,at the time of screening,10000,"",-99999,99999,0
NCT04347239,1,45761008,Spermicide,Device,0,4100388234,2621,2636,spermicidal gel,for the duration of the study,0,"",-99999,99999,0
NCT04312997,1,45761008,Spermicide,Device,0,4100343534,1469,1479,spermicide,during the study,0,"",-99999,99999,0
NCT04312997,1,45761008,Spermicide,Device,0,4100343734,875,885,spermicide,during the study,0,"",-99999,99999,0
NCT04345614,1,4139525,High flow oxygen nasal cannula,Device,0,4100383834,457,480,oxygen by nasal cannula,"",0,>2 liters,2,99999,0
NCT04341727,1,45761008,Spermicide,Device,0,,659,669,spermicide,Concurrent,0,"",-99999,99999,0
NCT04341727,1,45761008,Spermicide,Device,0,,702,712,spermicide,Concurrent,0,"",-99999,99999,0
NCT04322682,1,45761008,Spermicide,Device,0,4100348334,1117,1128,spermicides,throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04322682,1,45768377,Sponge,Device,0,4100348334,1130,1137,sponges,throughout the study and for 30 days after study completion,30,"",-99999,99999,0
NCT04343651,1,45760365,Transdermal medicated patch,Device,0,4100379634,1604,1623,transdermal patches,for the duration of the study,0,"",-99999,99999,0
NCT04347239,1,45760365,Transdermal medicated patch,Device,0,4100388234,2720,2739,transdermal patches,for the duration of the study,0,"",-99999,99999,0
NCT04337216,1,21604303,Other analgesics and antipyretics,Drug,0,4100369234,211,227,anti-pyretic use,within 24-48,0,"",-99999,99999,0
NCT04335123,1,21603585,Antivirals,Drug,0,,416,426,antivirals,within 48 hours prior to Day 0,1,"",-99999,99999,0
NCT04283461,1,2721264,Contraceptive pills for birth control,Drug,0,4100340234,1586,1605,birth control pills,for at least 30 days prior to the first vaccination and at least one acceptable primary form of contraception for 60 days after the last vaccination,60,"",-99999,99999,0
NCT04343651,1,21602472,Hormonal Contraceptives for Systemic Use,Drug,0,4100379634,1571,1602,combination oral contraceptives,for the duration of the study,0,"",-99999,99999,0
NCT04347239,1,21602472,Hormonal Contraceptives for Systemic Use,Drug,0,4100388234,2687,2718,combination oral contraceptives,for the duration of the study,0,"",-99999,99999,0
NCT04343989,1,21602472,Hormonal Contraceptives for Systemic Use,Drug,0,4100381334,1613,1682,combined (estrogen and progestogen containing) hormonal contraception,for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04312997,1,21602472,Hormonal Contraceptives for Systemic Use,Drug,0,4100343734,937,959,hormonal contraception,during the study,0,"",-99999,99999,0
NCT04343651,1,21602472,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,Drug,0,,1523,1546,hormonal contraceptives,at the time of screening,10000,"",-99999,99999,0
NCT04347239,1,21602472,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,Drug,0,4100388234,2639,2662,hormonal contraceptives,for the duration of the study,0,"",-99999,99999,0
NCT04341727,1,21602472,Hormonal Contraceptives for Systemic Use,Drug,0,4100376034,741,768,Hormone-based contraceptive,"",0,"",-99999,99999,0
NCT04335123,1,1777087,Hydroxychloroquine,Drug,0,4100366234,431,449,hydroxychloroquine,"",0,"",-99999,99999,0
NCT04350450,1,21603891,IMMUNOSUPPRESSANTS,Drug,0,4100391534,400,430,Immune-suppressing medications,"",0,"",-99999,99999,0
NCT04351620,1,21603891,IMMUNOSUPPRESSANTS,Drug,0,4100392934,1349,1362,immunotherapy,> 72h,0,"",-99999,99999,0
NCT04331795_A,1,21605042,Corticosteroids,Drug,0,,1061,1083,inhaled corticosteroid,history of,0,"",-99999,99999,0
NCT04320511,1,35802854,Drug,Drug,0,,224,253,medications for the treatment,"",0,"",-99999,99999,0
NCT04347239,1,1507835,Vasopressin (USP),Drug,0,4100388034,1898,1910,vasopressors,"",0,"",-99999,99999,0
NCT04351620,1,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Drug,0,4100392934,1327,1347,antimetabolic agents,> 72h,0,"",-99999,99999,0
NCT04345614,1,4027509,Contraception,Procedure,0,,1211,1246,acceptable methods of birth control,for 39 months,1170,"",-99999,99999,0
NCT04345614,1,4027509,Contraception,Procedure,0,,1017,1052,acceptable methods of birth control,for 39 months,1170,"",-99999,99999,0
NCT04283461,1,4297990,Bilateral oophorectomy,Procedure,0,,1041,1063,bilateral oophorectomy,within 2 weeks before or after each vaccination,14,"",-99999,99999,0
NCT04343989,1,4098910,Tubal occlusion,Procedure,0,4100381334,1998,2023,bilateral tubal occlusion,for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04283461,1,4027509,Contraception,Procedure,0,4100338034,1248,1306,calendar methods,plans to receive,0,"",-99999,99999,0
NCT03808922_main,1,4273629,Chemotherapy,Procedure,0,4100334534,816,828,chemotherapy,at any time in the past,10000,"",-99999,99999,0
NCT04332991,1,4211641,Chest imaging,Procedure,0,4100362134,557,570,chest imaging,"",0,"",-99999,99999,0
NCT04331795_A,1,4056681,Plain radiography,Procedure,0,4100360034,393,415,chest radiograph (CXR),"",0,"",-99999,99999,0
NCT04331795_B,1,4056681,Plain radiography,Procedure,0,4100360434,393,415,chest radiograph (CXR),"",0,"",-99999,99999,0
NCT04280705,1,4163872,Plain chest X-ray,Procedure,0,,878,889,chest x-ray,Anticipated transfer to another hospital which is not a study site within 72 hours,3,"",-99999,99999,0
NCT04335552,1,4163872,Plain chest X-ray,Procedure,0,4100367134,718,729,chest X-ray,"",0,"",-99999,99999,0
NCT04338828,1,4163872,Plain chest X-ray,Procedure,0,4100371234,274,285,chest x-ray,"",0,"",-99999,99999,0
NCT04332991,1,4300757,Computed axial tomography,Procedure,0,,587,606,computed tomography,within 72 hours prior to enrollment,3,"",-99999,99999,0
NCT04331795_A,1,4300757,Computed axial tomography,Procedure,0,4100360034,419,443,computed tomography (CT),"",0,"",-99999,99999,0
NCT04331795_B,1,4300757,Computed axial tomography,Procedure,0,,419,443,computed tomography (CT),history of,0,"",-99999,99999,0
NCT04336410,1,4027509,Contraception,Procedure,0,4100368534,645,658,contraception,from screening until 3 months following last dose,90,"",-99999,99999,0
NCT04345692,1,4027509,Contraception,Procedure,0,,655,668,contraception,History of,0,"",-99999,99999,0
NCT04343989,1,4027509,Contraception,Procedure,0,4100381334,1345,1365,contraceptive method,for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04331795_A,1,4336464,Coronary artery bypass graft,Procedure,0,4100358834,767,810,coronary artery bypass graft (CABG) surgery,history of,0,"",-99999,99999,0
NCT03808922_covid19sub,1,4163903,CT without contrast,Procedure,0,,2148,2184,"CT imaging, with or without contrast",most recent,0,"",-99999,99999,0
NCT04280705,1,4300757,Computerized axial tomography,Procedure,0,4100336034,891,898,CT scan,"",0,"",-99999,99999,0
NCT04335552,1,4300757,Computerized axial tomography,Procedure,0,4100367134,733,740,CT scan,"",0,"",-99999,99999,0
NCT04340050_donor,1,4097300,Whole blood unit collection,Procedure,0,,65,77,donate blood,previously,10000,"",-99999,99999,0
NCT04283461,1,4097300,Whole blood unit collection,Procedure,0,,3214,3228,donating blood,within 2 weeks before or after each vaccination,14,"",-99999,99999,0
NCT04343989,1,4150688,Enterectomy with double-barrel enterostomy,Procedure,0,,2300,2328,double-barrier contraception,from enrollment until at 5 months after the last dose of study drug,150,"",-99999,99999,0
NCT04347239,1,4052536,Extracorporeal membrane oxygenation,Procedure,0,4100387934,1730,1734,ECMO,"",0,"",-99999,99999,0
NCT04347239,1,45876226,Heart rate,Measurement,0,4100387734,765,769,HR  ,"",0,125,125,99999,0
NCT04341727,1,4163951,Electrocardiographic procedure,Procedure,0,,152,175,Electrocardiogram (ECG),Concurrent,0,"",-99999,99999,0
NCT04311697,1,44515631,Endotracheal intubation,Procedure,0,,86,109,endotracheal intubation,"",0,"",-99999,99999,0
NCT04323761,1,44515631,Endotracheal intubation,Procedure,0,4100349234,1100,1123,endotracheal intubation,"",0,"",-99999,99999,0
NCT04347239,1,44515631,Endotracheal intubation,Procedure,0,4100387934,1590,1613,Endotracheal intubation,"",0,"",-99999,99999,0
NCT04283461,1,4275113,Insertion of intrauterine contraceptive device,Procedure,0,,1098,1117,Essure(R) placement,within 2 weeks before or after each vaccination,14,"",-99999,99999,0
NCT04312997,1,4246185,Female sterilization,Procedure,0,4100343534,1484,1521,female partner surgical sterilization,during the study,0,"",-99999,99999,0
NCT03808922_main,1,4120445,Hemopoietic stem cell transplant,Procedure,0,4100334534,641,687,hematopoietic stem cell transplantation (HSCT),at any time in the past,10000,"",-99999,99999,0
NCT04331795_A,1,4120120,Hemodialysis,Procedure,0,4100358734,1361,1373,hemodialysis,"",0,"",-99999,99999,0
NCT04283461,1,4127886,Hysterectomy,Procedure,0,4100339834,1027,1039,hysterectomy,"",0,"",-99999,99999,0
NCT04280705,1,4180938,Imaging,Procedure,0,4100336034,869,876,imaging,"",0,"",-99999,99999,0
NCT04347239,1,42742492,"Implantation of biologic implant (eg, acellular dermal matrix) for soft tissue reinforcement (ie, breast, trunk) (List separately in addition to code for primary procedure)",Procedure,0,4100388234,2664,2672,implants,for the duration of the study,0,"",-99999,99999,0
NCT04283461,1,4059978,Insertion of subcutaneous contraceptive,Procedure,0,4100340234,1611,1676,injectable hormonal birth control products,for at least 30 days prior to the first vaccination and at least one acceptable primary form of contraception for 60 days after the last vaccination,60,"",-99999,99999,0
NCT04347239,1,4241075,Injection,Procedure,0,4100388234,2674,2685,injectables,for the duration of the study,0,"",-99999,99999,0
NCT04306393,1,4202832,Intubation,Procedure,0,,112,121,intubated,for more than 72 hours from initiation of the treatment gas,3,"",-99999,99999,0
NCT04347239,1,4202832,Intubation,Procedure,0,4100388134,1985,1994,intubated,within 72 hours of the screening,3,"",-99999,99999,0
NCT04323761,1,44790095,Invasive ventilation,Procedure,0,4100349234,1057,1088,invasive mechanical ventilation,"",0,"",-99999,99999,0
NCT04341116,1,44790095,Invasive ventilation,Procedure,0,4100373934,522,553,invasive mechanical ventilation,"",0,"",-99999,99999,0
NCT04331795_A,1,4054047,Lobectomy,Procedure,0,4100358834,1113,1122,lobectomy,history of,0,"",-99999,99999,0
NCT04329923_3,1,4138691,Excision of lesion of stomach,Procedure,0,4100358334,2077,2117,major resection of the stomach or bowels,"",0,"",-99999,99999,0
NCT04312997,1,4330583,Vasectomy,Procedure,0,4100343734,896,931,male partner surgical sterilization,during the study,0,"",-99999,99999,0
NCT03808922_covid19sub,1,4230167,Artificial respiration,Procedure,0,4100332934,262,300,mechanical ventilation,"",0,"",-99999,99999,0
NCT04280705,1,4230167,Artificial respiration,Procedure,0,4100336134,1049,1071,mechanical ventilation,"",0,"",-99999,99999,0
NCT04311697,1,4230167,Artificial respiration,Procedure,0,,114,136,mechanical ventilation,"",0,"",-99999,99999,0
NCT04335123,1,4230167,Artificial respiration,Procedure,0,,187,209,mechanical ventilation,within 48 hours prior to Day 0,1,"",-99999,99999,0
NCT04347226,1,4230167,Artificial respiration,Procedure,0,4100386934,881,903,mechanical ventilation,"",0,"",-99999,99999,0
NCT04347239,1,4230167,Artificial respiration,Procedure,0,,1618,1640,mechanical ventilation,at time of screening,0,"",-99999,99999,0
NCT04350073,1,4230167,Artificial respiration,Procedure,0,,111,133,mechanical ventilation,within 72 hours,3,"",-99999,99999,0
NCT04306393,1,4230167,Artificial respiration,Procedure,0,,126,149,mechanically ventilated,for more than 72 hours from initiation of the treatment gas,3,"",-99999,99999,0
NCT04343755_recipient,1,4230167,Artificial respiration,Procedure,0,4100380334,1089,1111,mechanical ventilation,"",0,"",-99999,99999,0
NCT04334512,1,4027509,Contraception,Procedure,0,,289,312,method of birth control,at screening,0,"",-99999,99999,0
NCT04335084,1,4027509,Contraception,Procedure,0,,457,480,method of birth control,for the duration of the study,0,"",-99999,99999,0
NCT04343651,1,4027509,Contraception,Procedure,0,4100379634,1422,1445,method of contraception,for the duration of the study,0,"",-99999,99999,0
NCT04305457,1,4177224,Noninvasive ventilation,Procedure,0,4100341334,536,566,Non Invasive Ventilation (NIV),"",0,"",-99999,99999,0
NCT04341116,1,4177224,Noninvasive ventilation,Procedure,0,4100373934,506,553,non-invasive mechanical ventilation,"",0,"",-99999,99999,0
NCT04347239,1,40486624,Noninvasive positive pressure ventilation,Procedure,0,4100387934,1687,1728,noninvasive positive pressure ventilation,"",0,"",-99999,99999,0
NCT03808922_covid19sub,1,4177224,Noninvasive ventilation,Procedure,0,4100332934,276,300,non-invasive ventilation,"",0,"",-99999,99999,0
NCT03808922_main,1,4177224,Noninvasive ventilation,Procedure,0,4100334434,276,300,non-invasive ventilation,"",0,"",-99999,99999,0
NCT04317040,1,4177224,Noninvasive ventilation,Procedure,0,,255,279,non-invasive ventilation,"",0,"",-99999,99999,0
NCT04347226,1,4230167,Artificial respiration,Procedure,0,4100386934,866,903,non-mechanical ventilation,"",0,"",-99999,99999,0
NCT04350450,1,4208341,Solid organ transplant,Procedure,0,4100391534,375,391,Organ transplant,"",0,"",-99999,99999,0
NCT04283461,1,4027509,Contraception,Procedure,0,4100338034,1258,1306,ovulation methods,plans to receive,0,"",-99999,99999,0
NCT04317040,1,4239130,Oxygen therapy,Procedure,0,4100345234,283,289,oxygen,"",0,"",-99999,99999,0
NCT04335123,1,4239130,Oxygen therapy,Procedure,0,4100366234,213,219,oxygen,"",0,"",-99999,99999,0
NCT04326452,1,4162736,Oxygen administration by mask,Procedure,0,,127,146,oxygen by face mask,currently,10000,"",-99999,99999,0
NCT04331366,1,44790731,Oxygen administration by non rebreather mask,Procedure,0,,110,139,oxygen by non-rebreather mask,"",0,"",-99999,99999,0
NCT04331795_A,1,4216130,Percutaneous coronary intervention,Procedure,0,4100358834,714,754,percutaneous coronary intervention (PCI),history of,0,"",-99999,99999,0
NCT04331795_A,1,4324124,Peritoneal dialysis,Procedure,0,4100358734,1347,1373,peritoneal dialysis,"",0,"",-99999,99999,0
NCT04351620,1,4172438,Total pneumonectomy,Procedure,0,4100392934,817,828,pneumectomy,> 72h,0,"",-99999,99999,0
NCT04331795_A,1,4172438,Total pneumonectomy,Procedure,0,4100358834,1096,1109,pneumonectomy,history of,0,"",-99999,99999,0
NCT04283461,1,4027509,Contraception,Procedure,0,4100338034,1284,1306,post-ovulation methods,plans to receive,0,"",-99999,99999,0
NCT04329897,1,4189532,Implantation of joint replacement,Procedure,0,,62,87,primary joint replacement,"",0,"",-99999,99999,0
NCT04340479,1,4295705,Exploratory incision,Procedure,0,,185,212,prompt surgical exploration,"",0,"",-99999,99999,0
NCT04331795_A,1,46274010,History of radiation therapy to the chest,Procedure,0,4100358834,1135,1164,radiation therapy to the lung,history of,0,"",-99999,99999,0
NCT04332991,1,4056681,Plain radiography,Procedure,0,,572,582,radiograph,within 72 hours prior to enrollment,3,"",-99999,99999,0
NCT04351620,1,4029715,Radiation oncology AND/OR radiotherapy,Procedure,0,4100392934,1366,1378,radiotherapy,> 72h,0,"",-99999,99999,0
NCT04343651,1,4145308,12 lead ECG,Procedure,0,4100379234,1022,1041,resting 12-lead ECG,at Screening Visit,0,"",-99999,99999,0
NCT04283461,1,4001541,Fallopian tube excision,Procedure,0,4100339834,1080,1093,salpingectomy,"",0,"",-99999,99999,0
NCT03808922_main,1,4208341,Solid organ transplant,Procedure,0,4100334534,724,746,solid organ transplant,at any time in the past,10000,"",-99999,99999,0
NCT04331795_A,1,4239130,Oxygen therapy,Procedure,0,4100358834,874,889,supplemental O2,history of,0,"",-99999,99999,0
NCT03808922_main,1,4239130,Oxygen therapy,Procedure,0,,64,83,supplemental oxygen,for >1 year,365,"",-99999,99999,0
NCT04280705,1,4239130,Oxygen therapy,Procedure,0,4100336134,1014,1033,supplemental oxygen,"",0,"",-99999,99999,0
NCT04292899,1,4239130,Oxygen therapy,Procedure,0,4100340734,907,926,supplemental oxygen,at screening,0,"",-99999,99999,0
NCT04335552,1,4239130,Oxygen therapy,Procedure,0,4100367234,911,930,supplemental oxygen,"",0,"",-99999,99999,0
NCT04337216,1,4239130,Oxygen therapy,Procedure,0,4100369334,296,315,supplemental oxygen,"",0,"",-99999,99999,0
NCT04340232,1,4239130,Oxygen therapy,Procedure,0,4100372234,468,487,supplemental oxygen,"",0,"",-99999,99999,0
NCT04341675,1,4239130,Oxygen therapy,Procedure,0,4100375434,192,211,supplemental oxygen,"",0,"",-99999,99999,0
NCT04344184,1,4239130,Oxygen therapy,Procedure,0,,338,357,supplemental oxygen,"",0,"",-99999,99999,0
NCT04344184,1,4239130,Oxygen therapy,Procedure,0,4100381834,283,302,supplemental oxygen,"",0,"",-99999,99999,0
NCT04347226,1,4239130,Oxygen therapy,Procedure,0,,786,805,supplemental oxygen,History of,0,"",-99999,99999,0
NCT03808922_covid19sub,1,4239130,Oxygen therapy,Procedure,0,,64,83,supplemental oxygen,most recent,0,2 LPM,2,99999,0
NCT04283461,1,45766058,Sterilization procedure,Procedure,0,4100340234,1007,1025,surgically sterile,for at least 30 days prior to the first vaccination and at least one acceptable primary form of contraception for 60 days after the last vaccination,60,"",-99999,99999,0
NCT04323761,1,4168133,Incision of trachea,Procedure,0,4100349234,1127,1139,tracheostomy,"",0,"",-99999,99999,0
NCT04283461,1,45882909,Abstinence,Procedure,0,,1123,1138,True abstinence,within 2 weeks before or after each vaccination,14,"",-99999,99999,0
NCT04283461,1,45882909,Abstinence,Procedure,0,,582,597,true abstinence,within 2 weeks before or after each vaccination,14,"",-99999,99999,0
NCT04343989,1,45882909,Abstinence,Procedure,0,4100381334,2025,2040,true abstinence,for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04283461,1,4298948,Ligation of fallopian tube,Procedure,0,,1065,1079,tubal ligation,within 2 weeks before or after each vaccination,14,"",-99999,99999,0
NCT04332991,1,4037672,Ultrasonography,Procedure,0,4100362034,610,620,ultrasound,Receipt in the 12 hours prior to enrollment,0,"",-99999,99999,0
NCT04343989,1,4145314,Partner had vasectomy,Procedure,0,4100381334,1976,1996,vasectomized partner,for a period of 5 months following the study drug administration,150,"",-99999,99999,0
NCT04320862,1,4098124,Laboratory test order cancelation,Procedure,0,,44,60,viral test order,"",0,"",-99999,99999,0
NCT04312009,1,4140455,Home oxygen therapy,Procedure,0,4100342534,276,283,home O2,"",0,"",-99999,99999,0
NCT04350593,1,4239130,Oxygen therapy,Procedure,0,,332,360,low-flow supplemental oxygen,within last 6 months,180,"",-99999,99999,0
NCT04347239,1,4155151,Oxygen administration by nasal cannula,Procedure,0,4100387934,1642,1685,oxygen delivered by high-flow nasal cannula,"",0,"",-99999,99999,0
NCT04347239,1,4155151,Oxygen administration by nasal cannula,Procedure,0,4100387734,813,825,oxygen by NC,"",0,> 2L,2,99999,0
NCT04323761,1,4146380,Alanine aminotransferase measurement,Measurement,0,,1142,1172,Alanine aminotransferase (ALT),"",0,"",-99999,99999,0
NCT04347226,1,4148615,Neutrophil count,Measurement,0,,1083,1114,absolute neutrophil count (ANC),History of,0,>500 cells/mm3,500,99999,0
NCT04283461,1,4146380,Alanine aminotransferase measurement,Measurement,0,4100339834,2757,2783,alanine transaminase (ALT),"",0,"",-99999,99999,0
